Date_Time,Work_Volume,Schedule_Adherence_Percent,Event_Scheduling_Needed,Average_Handling_Time_sec,Latency_sec,Utilization_Rate_Percent,Shrinkage_Rate_Percent,Attendance_Rate_Percent,Overstaffing_Indicator,Understaffing_Indicator,Service_Level_Compliance_Percent
2023-01-12 06:03:11.900654,19,96.56,0,172,18,63.98,19.47,85.92,0,0,85.37
2023-01-12 06:04:11.900654,18,92.89,1,107,31,62.28,13.1,94.42,1,0,95.58
2023-01-12 06:05:11.900654,11,84.68,0,169,36,63.55,14.18,88.38,1,0,99.56
2023-01-12 06:06:11.900654,19,97.75,0,153,26,65.71,19.36,91.74,1,0,96.1
2023-01-12 06:07:11.900654,21,86.89,0,126,26,60.08,11.99,88.4,1,0,81.0
2023-01-12 06:08:11.900654,19,88.08,0,173,27,86.1,15.96,99.28,1,1,89.4
2023-01-12 06:09:11.900654,19,87.2,0,189,34,82.45,17.84,98.97,1,1,91.58
2023-01-12 06:10:11.900654,8,84.67,0,97,28,67.87,18.72,99.58,1,1,92.56
2023-01-12 06:11:11.900654,14,84.69,0,178,34,78.99,10.84,98.21,0,1,71.95
2023-01-12 06:12:11.900654,17,90.09,1,234,33,61.64,16.3,99.29,0,0,74.76
2023-01-12 06:13:11.900654,13,94.37,1,193,29,87.06,13.33,85.58,0,1,82.04
2023-01-12 06:14:11.900654,12,87.1,1,170,29,70.32,12.06,88.43,0,0,92.03
2023-01-12 06:15:11.900654,19,96.19,0,171,19,78.85,12.48,85.38,1,0,87.65
2023-01-12 06:16:11.900654,16,82.66,0,242,34,81.82,19.31,89.89,1,0,78.27
2023-01-12 06:17:11.900654,19,87.72,1,207,28,86.6,15.46,99.32,1,0,74.06
2023-01-12 06:18:11.900654,10,93.64,1,234,31,69.81,18.21,93.2,0,0,96.98
2023-01-12 06:19:11.900654,15,87.56,0,128,27,62.87,15.73,96.7,1,0,91.55
2023-01-12 06:20:11.900654,13,99.79,0,233,32,65.12,18.85,85.6,0,1,87.19
2023-01-12 06:21:11.900654,16,80.42,0,261,27,62.13,10.96,91.74,1,1,79.64
2023-01-12 06:22:11.900654,14,97.98,0,115,29,60.23,17.83,91.29,0,1,72.78
2023-01-12 06:23:11.900654,11,86.96,1,248,28,75.82,18.33,99.87,1,0,73.14
2023-01-12 06:24:11.900654,11,97.17,0,172,32,74.1,10.29,86.13,0,1,84.13
2023-01-12 06:25:11.900654,13,85.57,0,194,26,89.85,16.97,91.98,1,1,97.67
2023-01-12 06:26:11.900654,17,99.72,1,147,31,69.94,15.99,86.44,0,0,84.4
2023-01-12 06:27:11.900654,23,90.87,0,142,29,93.23,10.23,88.79,0,0,72.74
2023-01-12 06:28:11.900654,14,87.01,0,184,25,66.54,17.65,87.07,0,0,70.8
2023-01-12 06:29:11.900654,20,87.22,0,138,33,75.78,15.13,92.5,0,1,74.53
2023-01-12 06:30:11.900654,13,97.8,0,182,24,83.93,15.2,99.91,1,0,99.86
2023-01-12 06:31:11.900654,16,88.34,1,206,21,64.82,19.44,98.95,0,1,91.01
2023-01-12 06:32:11.900654,7,87.75,0,242,31,60.75,14.31,96.1,1,0,98.62
2023-01-12 06:33:11.900654,14,96.66,0,112,25,83.32,18.14,90.26,0,0,98.66
2023-01-12 06:34:11.900654,17,97.63,1,198,29,83.22,19.09,87.04,1,0,76.43
2023-01-12 06:35:11.900654,19,97.28,0,177,25,63.6,11.67,87.05,1,1,73.61
2023-01-12 06:36:11.900654,11,90.03,0,178,28,61.81,15.59,87.97,0,0,89.83
2023-01-12 06:37:11.900654,6,81.32,1,184,28,74.22,15.01,98.8,0,1,70.88
2023-01-12 06:38:11.900654,19,88.63,0,130,28,66.46,15.56,96.48,0,0,92.0
2023-01-12 06:39:11.900654,16,99.31,0,217,34,71.81,12.55,93.27,0,0,75.73
2023-01-12 06:40:11.900654,14,88.03,0,158,35,84.45,16.57,88.28,0,0,86.09
2023-01-12 06:41:11.900654,17,87.68,0,186,26,73.1,14.06,94.91,1,0,84.82
2023-01-12 06:42:11.900654,15,80.03,0,185,30,73.43,19.61,90.76,0,1,72.83
2023-01-12 06:43:11.900654,23,98.77,1,242,23,84.46,18.92,87.94,1,0,93.78
2023-01-12 06:44:11.900654,16,95.35,0,164,40,72.23,17.82,90.67,0,0,74.19
2023-01-12 06:45:11.900654,17,80.65,1,228,32,88.15,11.28,94.1,1,0,86.88
2023-01-12 06:46:11.900654,10,83.67,0,182,36,86.47,13.74,89.02,1,1,91.97
2023-01-12 06:47:11.900654,22,93.28,1,153,29,61.61,11.78,99.95,0,0,77.34
2023-01-12 06:48:11.900654,14,98.56,0,75,34,84.35,19.25,94.99,0,0,93.67
2023-01-12 06:49:11.900654,12,83.97,0,170,35,61.0,17.75,95.24,0,0,96.98
2023-01-12 06:50:11.900654,16,82.98,1,197,37,73.53,19.56,85.94,0,1,78.49
2023-01-12 06:51:11.900654,12,83.33,1,158,29,66.88,14.7,99.57,1,1,94.85
2023-01-12 06:52:11.900654,15,85.6,0,144,24,68.7,19.01,97.57,1,0,87.12
2023-01-12 06:53:11.900654,10,99.11,0,146,25,88.18,19.34,99.06,1,0,89.98
2023-01-12 06:54:11.900654,12,85.18,0,203,21,73.29,16.07,93.79,0,0,88.17
2023-01-12 06:55:11.900654,9,98.72,1,118,26,87.17,15.91,98.21,0,1,74.25
2023-01-12 06:56:11.900654,8,84.44,0,151,35,80.36,14.55,95.61,0,0,72.08
2023-01-12 06:57:11.900654,25,80.46,0,141,33,94.09,14.53,97.32,0,1,99.25
2023-01-12 06:58:11.900654,10,99.4,0,125,37,90.3,18.53,89.95,1,0,71.31
2023-01-12 06:59:11.900654,21,83.46,0,246,32,87.99,11.12,96.77,0,0,81.06
2023-01-12 07:00:11.900654,18,99.96,1,234,43,61.74,17.2,86.91,0,0,72.9
2023-01-12 07:01:11.900654,16,83.82,0,191,35,62.03,17.79,85.44,0,0,88.34
2023-01-12 07:02:11.900654,17,94.05,0,220,30,68.33,11.05,91.57,1,1,75.43
2023-01-12 07:03:11.900654,22,94.19,0,216,39,62.19,18.89,90.0,0,1,89.24
2023-01-12 07:04:11.900654,16,92.99,0,144,18,61.39,13.26,98.39,0,0,97.27
2023-01-12 07:05:11.900654,12,85.62,0,180,34,61.06,16.87,93.32,0,1,95.97
2023-01-12 07:06:11.900654,16,98.08,0,164,40,82.09,14.12,94.46,0,1,97.9
2023-01-12 07:07:11.900654,18,95.79,0,169,34,71.61,10.45,85.44,0,0,98.06
2023-01-12 07:08:11.900654,21,98.42,0,159,25,89.47,14.83,92.05,1,0,72.16
2023-01-12 07:09:11.900654,20,98.1,0,271,30,80.16,15.29,86.28,0,1,82.54
2023-01-12 07:10:11.900654,14,89.65,0,140,23,81.1,16.57,87.99,0,0,85.67
2023-01-12 07:11:11.900654,8,81.54,0,175,30,68.25,14.27,88.95,1,0,92.71
2023-01-12 07:12:11.900654,16,84.52,0,208,27,81.08,17.55,89.39,0,0,86.69
2023-01-12 07:13:11.900654,11,80.61,0,187,18,87.8,13.99,86.87,0,0,95.12
2023-01-12 07:14:11.900654,11,88.23,1,217,33,78.75,11.04,90.03,1,0,85.54
2023-01-12 07:15:11.900654,19,90.55,0,162,32,64.58,13.6,94.37,0,0,91.55
2023-01-12 07:16:11.900654,9,83.99,0,265,33,65.62,18.66,90.29,0,1,90.07
2023-01-12 07:17:11.900654,10,82.95,0,180,31,60.11,19.43,96.05,1,1,98.22
2023-01-12 07:18:11.900654,18,89.97,0,110,35,81.66,12.66,96.03,0,1,77.17
2023-01-12 07:19:11.900654,18,80.78,1,234,33,78.24,15.88,88.68,0,0,70.95
2023-01-12 07:20:11.900654,15,96.86,0,169,37,63.26,13.7,94.0,0,1,71.58
2023-01-12 07:21:11.900654,14,82.1,0,242,24,86.84,17.83,95.67,1,0,74.61
2023-01-12 07:22:11.900654,10,98.11,0,107,30,80.93,16.68,91.74,1,0,71.58
2023-01-12 07:23:11.900654,10,98.78,1,200,33,72.41,13.85,99.34,0,0,97.94
2023-01-12 07:24:11.900654,15,95.28,1,146,31,85.99,13.54,91.7,1,1,97.07
2023-01-12 07:25:11.900654,20,87.08,1,99,28,63.17,11.85,94.55,0,1,80.06
2023-01-12 07:26:11.900654,10,84.45,0,153,34,69.35,14.05,95.64,1,0,99.49
2023-01-12 07:27:11.900654,17,80.51,0,191,21,91.02,16.58,99.97,0,0,84.73
2023-01-12 07:28:11.900654,21,98.46,0,120,23,66.14,16.5,91.8,1,0,97.45
2023-01-12 07:29:11.900654,14,87.74,1,173,36,66.65,12.71,99.86,0,0,82.03
2023-01-12 07:30:11.900654,18,96.78,1,225,33,67.49,16.28,99.1,0,0,88.19
2023-01-12 07:31:11.900654,12,92.01,0,121,34,79.87,17.08,95.53,1,1,78.61
2023-01-12 07:32:11.900654,19,84.65,0,167,28,65.4,14.92,98.53,1,1,73.09
2023-01-12 07:33:11.900654,27,80.46,0,210,32,90.27,14.95,96.62,1,0,93.81
2023-01-12 07:34:11.900654,14,94.51,0,161,25,77.03,18.01,95.57,1,1,94.44
2023-01-12 07:35:11.900654,12,98.5,0,82,34,67.23,11.92,87.83,1,0,90.12
2023-01-12 07:36:11.900654,14,89.96,0,121,27,83.51,18.41,91.2,1,0,82.35
2023-01-12 07:37:11.900654,24,83.71,1,163,34,86.88,16.46,86.01,1,0,81.82
2023-01-12 07:38:11.900654,17,94.98,1,201,28,83.39,10.56,93.15,0,1,95.33
2023-01-12 07:39:11.900654,9,94.53,0,105,27,91.54,12.78,95.7,0,0,93.89
2023-01-12 07:40:11.900654,12,99.32,1,154,21,89.96,13.22,87.67,1,1,72.89
2023-01-12 07:41:11.900654,16,85.91,0,263,31,92.33,15.6,89.02,1,0,84.34
2023-01-12 07:42:11.900654,17,90.65,0,145,26,93.25,19.58,85.87,0,0,97.05
2023-01-12 07:43:11.900654,14,95.29,1,131,26,66.27,14.75,87.61,1,0,72.26
2023-01-12 07:44:11.900654,13,94.57,1,197,24,69.64,10.73,85.39,0,0,88.41
2023-01-12 07:45:11.900654,18,91.71,0,99,29,61.74,19.35,92.37,0,1,99.3
2023-01-12 07:46:11.900654,18,95.62,1,188,27,68.79,11.54,92.39,0,0,95.71
2023-01-12 07:47:11.900654,14,82.53,0,144,35,63.37,18.68,98.02,1,1,79.59
2023-01-12 07:48:11.900654,12,94.35,0,181,28,83.46,13.41,88.43,1,1,75.14
2023-01-12 07:49:11.900654,17,93.58,0,209,35,93.87,18.55,94.49,0,0,83.8
2023-01-12 07:50:11.900654,11,89.0,0,215,26,80.54,14.56,96.29,0,0,86.56
2023-01-12 07:51:11.900654,16,92.8,0,145,23,92.14,17.81,92.61,0,1,87.7
2023-01-12 07:52:11.900654,18,89.53,0,183,26,90.95,13.99,98.67,1,1,87.25
2023-01-12 07:53:11.900654,11,80.16,0,154,35,90.4,17.09,96.08,1,1,98.68
2023-01-12 07:54:11.900654,13,83.15,0,153,24,69.77,17.87,86.88,1,0,85.45
2023-01-12 07:55:11.900654,7,91.33,0,176,35,64.36,14.92,87.84,0,0,79.37
2023-01-12 07:56:11.900654,16,91.5,0,111,29,89.44,18.68,94.29,0,1,77.69
2023-01-12 07:57:11.900654,18,87.18,0,163,37,78.33,15.28,87.3,1,0,92.54
2023-01-12 07:58:11.900654,12,89.23,0,160,33,72.96,11.19,99.52,0,0,96.03
2023-01-12 07:59:11.900654,14,86.33,0,75,30,76.25,19.83,92.61,0,0,95.85
2023-01-12 08:00:11.900654,10,87.65,0,143,30,71.32,10.66,99.56,0,0,71.67
2023-01-12 08:01:11.900654,18,86.44,0,169,31,83.85,13.14,99.13,0,1,87.61
2023-01-12 08:02:11.900654,16,81.29,0,208,36,66.14,11.8,88.75,0,1,92.73
2023-01-12 08:03:11.900654,13,83.08,1,233,30,76.16,15.49,97.4,0,0,72.36
2023-01-12 08:04:11.900654,11,86.63,0,196,27,88.19,16.01,96.63,1,0,87.25
2023-01-12 08:05:11.900654,19,84.27,0,162,24,88.03,11.35,96.34,1,0,95.34
2023-01-12 08:06:11.900654,16,94.99,0,281,31,74.29,14.27,88.58,1,1,74.86
2023-01-12 08:07:11.900654,19,91.8,0,176,29,85.9,11.19,85.29,0,1,74.42
2023-01-12 08:08:11.900654,16,85.42,0,143,26,68.23,19.93,87.24,0,1,71.74
2023-01-12 08:09:11.900654,16,85.67,0,150,26,72.71,11.05,95.18,0,0,92.4
2023-01-12 08:10:11.900654,20,82.08,1,113,24,83.11,14.64,95.87,1,0,93.49
2023-01-12 08:11:11.900654,12,91.36,0,192,31,84.6,18.11,92.5,0,0,74.63
2023-01-12 08:12:11.900654,16,92.84,1,137,34,78.73,12.74,98.01,1,0,87.99
2023-01-12 08:13:11.900654,14,94.98,1,192,28,62.97,17.15,88.92,0,0,70.39
2023-01-12 08:14:11.900654,22,87.57,0,166,31,85.78,18.91,98.92,1,0,95.8
2023-01-12 08:15:11.900654,17,96.47,0,177,23,84.07,13.89,97.02,1,0,76.42
2023-01-12 08:16:11.900654,15,97.21,1,140,35,83.85,11.26,91.2,0,1,88.99
2023-01-12 08:17:11.900654,22,83.01,0,231,22,67.04,19.28,85.98,1,1,92.95
2023-01-12 08:18:11.900654,11,95.96,0,110,21,71.91,16.24,88.59,0,0,98.84
2023-01-12 08:19:11.900654,15,91.21,0,254,29,88.74,19.88,86.63,0,1,98.03
2023-01-12 08:20:11.900654,11,87.02,1,179,31,94.51,17.55,93.16,1,0,99.07
2023-01-12 08:21:11.900654,20,86.14,0,165,24,65.96,14.93,97.06,0,0,70.29
2023-01-12 08:22:11.900654,17,84.37,0,152,23,80.66,19.93,93.93,0,1,75.16
2023-01-12 08:23:11.900654,14,97.51,0,235,30,69.68,12.03,89.06,1,0,96.55
2023-01-12 08:24:11.900654,16,81.46,0,178,38,73.69,16.87,88.4,1,0,75.99
2023-01-12 08:25:11.900654,15,83.13,0,153,27,89.96,11.16,97.33,1,0,87.33
2023-01-12 08:26:11.900654,11,91.74,0,111,32,88.89,16.44,87.79,1,1,79.62
2023-01-12 08:27:11.900654,23,89.7,1,128,39,64.22,12.57,87.43,0,0,98.41
2023-01-12 08:28:11.900654,13,86.53,0,105,22,69.69,14.96,96.34,0,0,92.97
2023-01-12 08:29:11.900654,22,99.35,1,168,29,67.13,10.01,91.96,1,1,72.23
2023-01-12 08:30:11.900654,16,87.09,1,152,36,72.86,10.93,92.63,0,1,76.66
2023-01-12 08:31:11.900654,16,84.83,0,205,27,69.1,15.38,91.15,1,0,75.53
2023-01-12 08:32:11.900654,13,98.33,1,233,23,61.04,13.21,89.85,0,0,74.41
2023-01-12 08:33:11.900654,21,83.0,0,193,38,67.68,13.91,99.76,0,1,82.5
2023-01-12 08:34:11.900654,20,80.98,1,153,26,81.48,12.46,96.59,1,1,79.18
2023-01-12 08:35:11.900654,14,98.08,0,179,33,75.72,12.95,88.46,1,1,96.51
2023-01-12 08:36:11.900654,11,87.68,0,159,18,62.08,11.49,86.97,0,0,87.02
2023-01-12 08:37:11.900654,12,90.8,0,194,40,86.84,10.6,96.97,1,0,92.87
2023-01-12 08:38:11.900654,24,80.93,0,204,25,84.65,19.99,88.67,0,0,80.41
2023-01-12 08:39:11.900654,9,83.75,1,214,26,61.86,13.69,86.21,0,1,91.02
2023-01-12 08:40:11.900654,18,86.37,0,102,32,74.95,12.94,86.42,1,1,96.48
2023-01-12 08:41:11.900654,18,89.14,1,165,27,67.51,17.52,93.06,0,0,72.66
2023-01-12 08:42:11.900654,14,96.52,0,164,39,71.27,12.05,96.86,1,0,77.95
2023-01-12 08:43:11.900654,17,86.8,0,172,21,75.78,16.92,87.25,0,0,95.63
2023-01-12 08:44:11.900654,16,93.74,0,283,26,89.84,18.97,85.94,1,0,87.63
2023-01-12 08:45:11.900654,14,99.86,0,235,29,65.19,15.98,98.34,1,0,84.6
2023-01-12 08:46:11.900654,16,95.04,0,198,28,84.26,18.39,90.57,0,0,91.02
2023-01-12 08:47:11.900654,18,81.82,0,181,32,82.01,17.09,93.81,0,1,87.92
2023-01-12 08:48:11.900654,9,87.16,0,243,30,79.04,12.77,87.41,0,1,78.7
2023-01-12 08:49:11.900654,15,98.98,1,225,24,67.55,17.26,89.08,0,1,92.46
2023-01-12 08:50:11.900654,21,86.71,0,193,29,70.93,19.2,95.38,0,0,94.17
2023-01-12 08:51:11.900654,15,83.97,0,181,23,73.24,13.24,91.37,0,0,92.97
2023-01-12 08:52:11.900654,13,93.7,0,153,25,70.0,16.58,85.3,1,0,88.29
2023-01-12 08:53:11.900654,12,82.58,0,235,22,74.66,17.56,99.09,0,0,85.26
2023-01-12 08:54:11.900654,10,92.71,0,176,33,91.15,15.5,99.45,0,1,92.24
2023-01-12 08:55:11.900654,17,87.79,0,192,23,82.42,15.06,85.56,0,1,88.05
2023-01-12 08:56:11.900654,7,81.98,0,226,33,94.25,10.24,95.31,1,0,82.32
2023-01-12 08:57:11.900654,13,93.31,0,136,36,74.99,18.72,87.73,0,0,90.07
2023-01-12 08:58:11.900654,7,95.72,0,214,21,71.6,11.08,86.36,1,0,78.23
2023-01-12 08:59:11.900654,18,98.05,1,117,33,69.26,12.29,97.13,0,0,94.02
2023-01-12 09:00:11.900654,26,88.63,0,172,30,77.15,16.72,91.77,0,1,78.41
2023-01-12 09:01:11.900654,11,85.98,0,163,36,77.46,10.62,87.65,0,1,76.12
2023-01-12 09:02:11.900654,12,86.52,0,192,33,77.22,12.68,99.51,0,1,76.38
2023-01-12 09:03:11.900654,19,96.8,0,211,33,82.84,17.1,95.19,1,0,90.18
2023-01-12 09:04:11.900654,16,95.03,0,187,45,91.47,13.34,88.15,0,1,96.57
2023-01-12 09:05:11.900654,17,85.92,1,180,22,79.13,12.42,98.95,1,0,99.17
2023-01-12 09:06:11.900654,13,95.11,0,132,27,63.39,19.4,92.69,1,1,73.36
2023-01-12 09:07:11.900654,10,97.06,1,143,33,64.78,13.7,99.85,0,0,89.69
2023-01-12 09:08:11.900654,18,94.93,0,213,26,90.53,11.0,90.62,0,0,79.56
2023-01-12 09:09:11.900654,19,80.95,0,173,30,82.96,14.84,86.62,0,0,70.57
2023-01-12 09:10:11.900654,9,81.31,0,129,30,70.19,10.04,85.72,0,1,91.65
2023-01-12 09:11:11.900654,19,89.39,0,185,27,66.59,10.13,87.38,0,0,82.67
2023-01-12 09:12:11.900654,18,96.73,0,112,26,66.78,14.05,98.01,0,1,86.11
2023-01-12 09:13:11.900654,12,94.52,0,163,32,89.97,17.23,86.35,1,0,71.2
2023-01-12 09:14:11.900654,11,84.73,0,259,26,83.87,18.17,89.56,0,1,79.02
2023-01-12 09:15:11.900654,10,97.1,1,124,20,76.04,18.59,88.0,0,1,95.73
2023-01-12 09:16:11.900654,13,94.55,1,178,37,94.34,17.29,95.75,1,0,96.96
2023-01-12 09:17:11.900654,21,84.11,0,230,34,94.66,12.81,91.06,0,1,77.09
2023-01-12 09:18:11.900654,16,95.67,0,188,28,87.73,12.23,90.09,1,1,91.19
2023-01-12 09:19:11.900654,12,94.46,0,162,27,86.67,14.92,96.14,1,1,72.26
2023-01-12 09:20:11.900654,17,95.38,0,141,35,73.13,16.1,95.9,1,0,98.09
2023-01-12 09:21:11.900654,12,87.41,0,113,31,68.51,17.36,96.13,0,1,91.96
2023-01-12 09:22:11.900654,9,96.58,0,150,38,69.5,19.86,99.93,1,0,78.76
2023-01-12 09:23:11.900654,14,85.81,0,247,35,82.14,14.53,92.27,1,1,93.36
2023-01-12 09:24:11.900654,15,81.5,0,237,31,85.47,10.64,91.43,1,1,88.99
2023-01-12 09:25:11.900654,11,93.84,1,170,29,68.91,15.86,94.43,1,1,92.5
2023-01-12 09:26:11.900654,16,96.24,1,212,34,69.68,17.51,94.92,1,1,77.13
2023-01-12 09:27:11.900654,20,85.59,0,106,35,80.45,16.12,98.76,1,0,94.09
2023-01-12 09:28:11.900654,17,90.63,0,299,37,77.7,19.5,85.08,0,0,97.69
2023-01-12 09:29:11.900654,8,95.57,0,154,24,81.55,15.24,97.02,1,1,94.65
2023-01-12 09:30:11.900654,19,84.41,1,104,34,66.24,15.86,95.19,0,0,97.77
2023-01-12 09:31:11.900654,10,96.78,0,112,35,75.61,10.48,87.34,0,0,94.45
2023-01-12 09:32:11.900654,18,89.7,1,266,33,67.39,18.73,89.86,0,1,75.64
2023-01-12 09:33:11.900654,16,87.14,0,184,28,64.68,17.72,89.19,0,1,80.53
2023-01-12 09:34:11.900654,15,81.32,1,120,27,61.21,11.21,99.97,0,1,80.6
2023-01-12 09:35:11.900654,16,87.63,0,184,27,73.63,11.07,94.13,0,1,90.35
2023-01-12 09:36:11.900654,19,83.77,1,176,35,61.85,17.92,93.79,0,0,86.2
2023-01-12 09:37:11.900654,14,93.95,0,234,30,69.08,19.66,96.02,0,1,80.15
2023-01-12 09:38:11.900654,14,95.59,0,229,32,79.01,19.72,86.91,0,0,70.48
2023-01-12 09:39:11.900654,14,91.81,1,182,34,70.01,12.09,88.77,1,0,92.93
2023-01-12 09:40:11.900654,14,85.69,0,191,35,83.04,18.46,87.14,1,1,73.29
2023-01-12 09:41:11.900654,10,80.53,0,183,32,65.23,18.32,93.31,1,1,76.97
2023-01-12 09:42:11.900654,13,86.95,0,147,23,75.48,11.02,92.16,0,1,76.46
2023-01-12 09:43:11.900654,9,93.45,1,170,18,84.42,13.28,93.25,0,0,76.8
2023-01-12 09:44:11.900654,9,93.09,0,256,28,70.0,11.01,87.75,1,1,98.29
2023-01-12 09:45:11.900654,17,80.43,1,217,27,81.92,15.92,89.5,1,1,96.57
2023-01-12 09:46:11.900654,13,91.4,0,195,29,83.62,11.51,96.12,0,0,97.04
2023-01-12 09:47:11.900654,10,92.39,0,205,29,90.45,18.33,86.49,1,0,90.65
2023-01-12 09:48:11.900654,14,86.71,0,144,35,60.89,12.94,91.82,0,0,91.16
2023-01-12 09:49:11.900654,13,95.95,0,160,27,73.94,18.0,87.99,1,1,97.53
2023-01-12 09:50:11.900654,19,98.91,1,229,20,88.07,12.37,85.78,0,0,83.04
2023-01-12 09:51:11.900654,12,98.71,0,226,26,87.14,10.4,87.59,0,0,84.05
2023-01-12 09:52:11.900654,12,95.47,0,206,30,71.29,10.58,96.22,1,1,72.91
2023-01-12 09:53:11.900654,14,80.98,0,167,34,89.46,15.68,91.61,0,0,81.62
2023-01-12 09:54:11.900654,9,93.6,0,189,27,88.69,17.99,97.91,0,0,76.9
2023-01-12 09:55:11.900654,23,84.43,0,276,23,67.73,16.17,93.48,1,0,74.72
2023-01-12 09:56:11.900654,17,89.01,1,160,24,75.26,12.83,99.34,1,1,89.52
2023-01-12 09:57:11.900654,16,87.45,0,215,31,84.55,18.53,87.37,0,0,89.07
2023-01-12 09:58:11.900654,18,88.45,0,196,33,62.68,19.07,93.07,0,0,71.14
2023-01-12 09:59:11.900654,12,84.87,0,164,25,83.79,18.59,85.01,1,0,88.69
2023-01-12 10:00:11.900654,13,93.7,0,231,31,85.15,15.77,95.6,0,0,84.84
2023-01-12 10:01:11.900654,19,88.17,0,208,31,85.18,14.88,99.92,0,0,72.88
2023-01-12 10:02:11.900654,14,80.56,0,151,32,90.47,18.81,98.79,1,1,90.5
2023-01-12 10:03:11.900654,17,85.32,1,161,35,85.29,12.6,99.09,0,0,76.64
2023-01-12 10:04:11.900654,13,82.33,0,238,29,91.54,13.67,93.6,0,0,94.49
2023-01-12 10:05:11.900654,23,88.7,0,193,22,74.51,15.31,98.39,1,1,95.45
2023-01-12 10:06:11.900654,7,90.02,0,142,30,79.33,12.6,91.23,0,0,78.42
2023-01-12 10:07:11.900654,15,99.64,0,150,37,94.59,16.49,86.77,0,0,71.31
2023-01-12 10:08:11.900654,20,97.1,0,172,30,93.44,19.34,94.09,0,1,92.57
2023-01-12 10:09:11.900654,12,80.85,0,151,29,77.36,15.49,89.62,0,0,93.65
2023-01-12 10:10:11.900654,23,93.07,0,186,32,90.78,18.85,89.97,0,0,90.74
2023-01-12 10:11:11.900654,22,85.61,0,164,27,67.14,13.89,92.87,0,0,90.11
2023-01-12 10:12:11.900654,15,91.66,0,200,36,81.86,19.13,92.73,0,1,89.07
2023-01-12 10:13:11.900654,12,99.32,0,163,34,74.23,12.17,97.16,0,1,84.67
2023-01-12 10:14:11.900654,15,84.65,0,246,29,60.42,18.07,95.84,0,0,98.6
2023-01-12 10:15:11.900654,12,92.62,0,224,36,63.75,15.18,98.34,0,1,89.89
2023-01-12 10:16:11.900654,9,80.57,1,190,38,92.67,19.55,88.71,0,0,80.43
2023-01-12 10:17:11.900654,13,95.63,1,204,20,79.6,18.78,86.83,0,1,80.24
2023-01-12 10:18:11.900654,11,94.36,0,184,31,63.34,15.92,86.29,1,0,96.54
2023-01-12 10:19:11.900654,15,96.27,0,152,21,63.92,16.05,95.71,1,0,79.71
2023-01-12 10:20:11.900654,18,86.82,0,173,30,69.45,14.94,90.7,0,0,95.03
2023-01-12 10:21:11.900654,23,80.79,1,199,25,87.91,18.98,91.77,0,1,78.93
2023-01-12 10:22:11.900654,11,99.91,0,233,31,87.49,17.92,92.95,1,0,82.88
2023-01-12 10:23:11.900654,15,80.38,1,186,36,69.52,18.55,92.33,0,0,98.86
2023-01-12 10:24:11.900654,16,94.47,1,168,33,72.89,10.96,99.75,1,0,85.76
2023-01-12 10:25:11.900654,11,86.94,1,198,25,90.28,13.44,98.33,1,0,85.35
2023-01-12 10:26:11.900654,15,96.72,0,172,25,85.14,18.65,91.73,0,0,98.56
2023-01-12 10:27:11.900654,14,94.32,0,119,26,70.06,16.11,90.55,1,0,71.12
2023-01-12 10:28:11.900654,18,86.85,0,190,40,73.4,11.97,91.33,0,1,71.7
2023-01-12 10:29:11.900654,21,93.0,0,193,30,72.42,12.72,96.66,0,0,79.44
2023-01-12 10:30:11.900654,16,94.35,0,119,21,61.25,12.74,85.32,0,0,71.21
2023-01-12 10:31:11.900654,7,99.7,1,162,33,71.25,14.4,98.53,0,0,92.87
2023-01-12 10:32:11.900654,15,88.66,0,138,37,62.5,14.49,87.21,1,0,90.51
2023-01-12 10:33:11.900654,9,90.26,0,192,31,92.28,15.67,93.96,1,0,98.81
2023-01-12 10:34:11.900654,18,85.84,0,188,26,72.29,16.61,87.65,0,1,72.28
2023-01-12 10:35:11.900654,21,98.04,1,111,23,76.22,19.87,93.59,0,1,85.31
2023-01-12 10:36:11.900654,24,93.3,0,212,22,81.11,13.82,95.85,0,0,84.2
2023-01-12 10:37:11.900654,9,85.16,0,126,28,84.58,13.96,92.63,0,0,73.16
2023-01-12 10:38:11.900654,15,84.32,0,151,28,94.17,14.91,87.77,0,1,90.76
2023-01-12 10:39:11.900654,18,90.47,0,139,35,81.12,13.29,91.45,0,1,73.98
2023-01-12 10:40:11.900654,16,82.95,0,197,30,66.47,19.08,99.69,0,1,79.78
2023-01-12 10:41:11.900654,21,81.25,0,213,34,62.24,18.59,96.41,0,0,82.33
2023-01-12 10:42:11.900654,8,82.96,0,210,25,69.96,18.84,96.77,0,0,84.86
2023-01-12 10:43:11.900654,9,94.33,1,138,28,85.72,11.81,89.14,1,0,73.35
2023-01-12 10:44:11.900654,23,86.56,0,257,20,88.54,11.19,88.74,0,1,94.94
2023-01-12 10:45:11.900654,19,86.66,0,247,22,60.43,15.17,99.26,0,1,77.99
2023-01-12 10:46:11.900654,18,93.41,0,245,22,67.02,11.67,98.95,0,1,79.91
2023-01-12 10:47:11.900654,14,90.99,0,163,35,92.22,18.68,87.08,1,0,82.88
2023-01-12 10:48:11.900654,20,87.54,0,212,27,60.64,13.64,85.68,1,0,81.2
2023-01-12 10:49:11.900654,15,85.77,1,127,24,63.85,17.03,95.09,0,1,71.09
2023-01-12 10:50:11.900654,20,96.05,0,161,36,67.75,12.3,93.26,0,0,82.22
